,기업,연도,자산총계,부채총계,자본총계,매출액,영업이익,당기순이익
213,LG화학,2021,"51,135,302,000,000","27,925,314,000,000","23,209,988,000,000","42,654,722,000,000","5,025,466,000,000","3,953,904,000,000"
214,LG화학,2020,"41,388,894,000,000","22,598,454,000,000","18,790,440,000,000","30,058,872,000,000","1,805,359,000,000","682,408,000,000"
215,LG화학,2019,"34,024,426,000,000","16,640,637,000,000","17,383,789,000,000","27,331,968,000,000","831,703,000,000","376,104,000,000"
216,LIG넥스원,2021,"2,576,847,035,470","1,813,542,650,473","763,304,384,997","1,822,194,315,440","97,201,006,836","105,055,805,629"
217,LIG넥스원,2020,"2,595,606,499,093","1,923,097,847,404","672,508,651,689","1,600,344,315,019","63,741,639,085","57,881,698,047"
218,LIG넥스원,2019,"2,317,491,215,306","1,683,516,817,394","633,974,397,912","1,452,651,352,252","18,106,724,003","3,185,323,837"
219,LS,2021,"12,625,931,000,000","7,915,665,000,000","4,710,266,000,000","13,089,102,000,000","583,656,000,000","352,129,000,000"
220,LS,2020,"11,660,540,000,000","7,212,043,000,000","4,448,497,000,000","10,444,316,000,000","419,168,000,000","194,725,000,000"
221,LS,2019,"10,763,512,000,000","6,492,184,000,000","4,271,328,000,000","10,151,760,000,000","349,396,000,000","92,824,000,000"
222,LS네트웍스,2021,"1,309,373,198,056","755,744,194,994","553,629,003,062","390,470,563,901","4,309,069,589","60,088,302,833"
223,LS네트웍스,2020,"1,228,401,794,045","735,193,128,500","493,208,665,545","334,864,620,662","-32,273,793,595","-24,668,584,780"
224,LS네트웍스,2019,"1,173,590,680,306","654,294,390,751","519,296,289,555","402,812,772,969","-21,368,357,578","-69,199,963,630"
225,LS전선아시아,2021,"495,255,400,435","322,872,794,667","172,382,605,768","750,616,895,541","28,199,819,675","15,871,887,068"
226,LS전선아시아,2020,"416,558,419,110","267,665,701,082","148,892,718,028","579,612,301,477","16,082,164,575","8,283,112,111"
227,LS전선아시아,2019,"359,661,266,694","198,432,816,165","161,228,450,529","520,302,892,983","25,954,854,598","17,089,089,433"
228,LX세미콘,2021,"1,172,530,981,920","372,198,273,673","800,332,708,247","1,898,845,716,028","369,621,952,134","296,424,020,561"
229,LX세미콘,2020,"750,602,338,873","218,317,834,580","532,284,504,293","1,161,896,286,020","94,226,639,156","72,528,910,564"
230,LX세미콘,2019,"629,733,290,317","157,526,494,823","472,206,795,494","867,122,049,614","47,254,627,681","38,538,518,233"
231,LX인터내셔널,2021,"6,746,889,021,744","4,362,644,678,498","2,384,244,343,246","16,686,532,633,651","656,217,086,586","540,331,627,454"
232,LX인터내셔널,2020,"5,395,942,204,029","3,637,611,206,460","1,758,330,997,569","11,282,632,389,570","159,835,470,836","361,606,498,922"
233,LX인터내셔널,2019,"4,875,982,304,085","3,327,366,254,250","1,548,616,049,835","10,530,857,111,717","134,784,427,823","-14,860,961,304"
234,LX하우시스,2021,"2,547,391,000,000","1,683,973,000,000","863,418,000,000","3,472,000,000,000","67,273,000,000","12,664,000,000"
235,LX하우시스,2020,"2,385,372,000,000","1,548,157,000,000","837,215,000,000","3,038,037,000,000","70,987,000,000","-79,466,000,000"
236,LX하우시스,2019,"2,565,579,000,000","1,649,601,000,000","915,978,000,000","3,186,807,000,000","68,777,000,000","11,565,000,000"
237,MH에탄올,2021,"451,460,751,811","366,757,413,224","84,703,338,587","102,066,936,941","23,335,312,777","8,688,865,298"
238,MH에탄올,2020,"449,679,365,546","369,253,870,702","80,425,494,844","94,645,239,210","15,781,923,138","3,802,822,627"
239,MH에탄올,2019,"451,474,450,928","372,085,373,835","79,389,077,093","80,879,342,162","7,829,102,971","-7,552,042,785"
240,NAVER,2021,"33,691,006,757,040","9,663,630,407,765","24,027,376,349,275","6,817,599,707,250","1,325,478,171,117","16,477,625,559,645"
241,NAVER,2020,"17,014,238,663,770","8,759,106,628,557","8,255,132,035,213","5,304,145,900,386","1,215,342,457,273","844,996,977,149"
242,NAVER,2019,"12,299,527,120,786","5,795,601,052,206","6,503,926,068,580","4,356,239,667,491","1,155,025,443,879","396,821,062,465"
243,NH투자증권,2019,,,,,,
244,NICE,2021,"3,083,783,180,088","1,763,338,211,906","1,320,444,968,182",,"144,268,811,828","101,055,237,965"
245,NICE,2020,"2,730,355,252,812","1,480,757,599,002","1,249,597,653,810",,"153,148,431,943","52,928,234,156"
246,NICE,2019,"2,564,827,369,380","1,341,206,286,771","1,223,621,082,609",,"153,775,896,651","77,665,756,573"
247,NICE평가정보,2021,"434,270,029,814","132,725,163,672","301,544,866,142","484,797,305,616","72,604,608,652","54,679,028,163"
248,NICE평가정보,2020,"368,803,630,914","110,002,235,169","258,801,395,745","446,005,796,022","62,718,416,760","47,176,003,670"
249,NICE평가정보,2019,"319,082,830,527","94,901,758,099","224,181,072,428","410,914,933,674","51,340,882,668","40,781,413,459"
250,NI스틸,2021,"341,056,807,158","199,203,739,916","141,853,067,242","248,212,749,463",,"22,054,807,252"
251,NI스틸,2020,"287,376,145,505","165,936,196,797","121,439,948,708","192,571,841,002",,"12,133,552,645"
252,NI스틸,2019,"258,675,167,065","147,790,456,217","110,884,710,848","148,224,449,796",,"6,417,500,351"
253,OCI홀딩스,2021,"5,704,061,113,000","2,580,268,702,000","3,123,792,411,000","3,243,996,752,000","625,984,935,000","652,075,833,000"
254,OCI홀딩스,2020,"4,437,236,050,000","2,051,507,407,000","2,385,728,643,000","2,002,516,778,000","-86,145,075,000","-251,164,047,000"
255,OCI홀딩스,2019,"4,811,211,712,000","2,125,488,240,000","2,685,723,472,000","2,605,142,204,000","-180,605,008,000","-807,386,477,000"
256,PI첨단소재,2021,"472,959,621,758","147,070,685,808","325,888,935,950","301,868,719,484","75,857,968,702","64,000,019,268"
257,PI첨단소재,2020,"404,031,458,892","121,144,769,535","282,886,689,357","261,788,779,258","60,009,434,293","41,723,872,018"
258,PI첨단소재,2019,"392,965,082,107","141,679,218,782","251,285,863,325","223,682,314,032","33,602,431,093","17,717,932,882"
259,POSCO홀딩스,2021,"91,471,614,111,915","36,666,670,760,250","54,804,943,351,665","76,332,345,050,013","9,238,089,232,877","7,195,889,963,608"
260,POSCO홀딩스,2020,"79,086,973,226,376","31,412,381,141,295","47,674,592,085,081","57,792,795,732,820","2,403,035,192,908","1,788,152,419,240"
261,POSCO홀딩스,2019,"79,058,661,130,791","31,263,954,310,516","47,794,706,820,275","64,366,847,807,959","3,868,854,558,550","1,982,637,208,513"
262,S-Oil,2021,"18,693,235,000,000","11,705,193,000,000","6,988,042,000,000","27,463,918,000,000","2,140,942,000,000","1,378,541,000,000"
263,S-Oil,2020,"15,690,510,000,000","10,008,033,000,000","5,682,477,000,000","16,829,681,000,000","-1,099,146,000,000","-796,108,000,000"
264,S-Oil,2019,"16,333,401,000,000","9,836,775,000,000","6,496,626,000,000","24,394,173,000,000","420,077,000,000","65,429,000,000"
265,SBS,2021,"1,462,149,708,150","740,552,349,472","721,597,358,678","1,078,975,236,959","184,436,850,625","144,824,284,917"
266,SBS,2020,"1,169,090,150,715","597,980,909,976","571,109,240,739","860,343,114,358","74,511,503,363","-57,790,657,490"
267,SBS,2019,"1,247,762,887,743","600,644,858,646","647,118,029,097","817,664,243,542","12,579,354,049","20,934,114,760"
268,SGC에너지,2021,"2,591,549,830,557","1,852,133,114,204","739,416,716,353","1,898,386,809,603","152,238,223,395","98,486,293,116"
269,SGC에너지,2020,"2,675,392,823,996","1,997,593,169,849","677,799,654,147","106,548,366,582","7,017,229,307","31,721,613,736"
270,SGC에너지,2019,-,-,-,-,-,-
271,SG글로벌,2021,"187,021,454,393","64,041,656,329","122,979,798,064","57,771,768,373","-565,908,642","-5,550,659,560"
272,SG글로벌,2020,"198,865,921,890","72,419,539,465","126,446,382,425","85,060,365,619","4,795,750,207","-2,290,624,496"
273,SG글로벌,2019,"204,066,347,761","74,001,789,767","130,064,557,994","93,036,627,653","4,771,421,047","753,300,732"
274,SG세계물산,2021,"308,412,903,410","64,147,888,831","244,265,014,579","135,746,679,450","-4,744,474,966","46,959,184,631"
275,SG세계물산,2020,"267,195,626,007","70,956,780,522","196,238,845,485","167,802,760,668","-20,761,642,679","-10,351,536,369"
276,SG세계물산,2019,"287,724,873,803","82,842,126,570","204,882,747,233","246,139,715,409","109,548,210","9,668,208,563"
277,SHD,2021,"71,036,421,199","30,435,746,887","40,600,674,312","104,770,706,369","5,712,545,723","5,792,585,283"
278,SHD,2020,"64,200,496,109","29,596,284,970","34,604,211,139","77,326,954,913","187,172,486","489,045,220"
279,SHD,2019,"65,306,966,810","31,146,446,607","34,160,520,203","74,112,165,251","1,013,611,541","963,220,658"
280,SH에너지화학,2021,"119,629,057,587","27,889,955,545","91,739,102,042","139,801,659,440","342,824,636","611,077,450"
281,SH에너지화학,2020,"117,356,594,102","27,348,203,554","90,008,390,548","93,584,261,789","-7,851,790,882","-6,945,600,152"
282,SH에너지화학,2019,"123,415,831,892","24,415,856,130","98,999,975,762","140,852,574,629","-3,131,128,161","-3,090,150,905"
283,SIMPAC,2021,"903,229,593,071","356,567,304,436","546,662,288,635","613,012,779,571","106,401,536,463","90,832,862,627"
284,SIMPAC,2020,"737,277,692,318","273,291,527,076","463,986,165,242","365,863,303,046","7,787,378,466","34,139,483,966"
285,SIMPAC,2019,"679,145,849,664","237,950,364,477","441,195,485,187","430,085,162,178","11,141,318,896","9,487,516,197"
286,SK,2019,,,,,,
287,SKC,2021,"6,180,132,503,610","3,897,771,811,708","2,282,360,691,902","3,396,056,746,194","464,743,373,689","342,340,322,117"
288,SKC,2020,"5,406,405,840,533","3,491,292,259,465","1,915,113,581,068","2,465,850,080,730","202,016,696,204","73,620,866,788"
289,SKC,2019,"3,972,988,752,154","2,246,614,915,284","1,726,373,836,870","2,361,068,172,429","139,754,996,010","67,392,287,037"
290,SK가스,2021,"5,121,535,471,833","3,004,172,079,944","2,117,363,391,889","6,494,513,185,952","105,462,364,518","249,265,884,920"
291,SK가스,2020,"4,498,920,423,918","2,600,204,914,605","1,898,715,509,313","4,412,318,983,220","190,186,855,735","265,350,074,918"
292,SK가스,2019,"4,082,417,323,183","2,421,595,551,264","1,660,821,771,919","4,931,073,628,033","189,578,351,922","154,118,607,914"
293,SK네트웍스,2021,"9,410,916,000,000","7,021,921,000,000","2,388,995,000,000","11,018,140,000,000","121,978,000,000","103,540,000,000"
294,SK네트웍스,2020,"8,773,482,000,000","6,528,232,000,000","2,245,250,000,000","10,625,906,000,000","123,949,000,000","42,053,000,000"
295,SK네트웍스,2019,"10,138,772,000,000","7,833,519,000,000","2,305,253,000,000","13,054,240,000,000","109,372,000,000","-122,613,000,000"
296,SK디스커버리,2021,"6,881,873,214,685","3,812,564,886,737","3,069,308,327,948","6,614,328,160,700","74,366,472,698","272,294,790,887"
297,SK디스커버리,2020,"5,621,634,328,840","3,005,272,710,685","2,616,361,618,155","4,519,464,055,798","172,966,917,132","355,450,020,247"
298,SK디스커버리,2019,"5,000,106,971,919","2,676,892,387,305","2,323,214,584,614","5,021,067,627,852","173,947,881,945","250,196,740,333"
299,SK디앤디,2021,"1,983,430,768,039","1,344,174,720,287","639,256,047,752","790,956,438,573","129,367,923,868",
300,SK디앤디,2020,"1,712,427,674,048","1,180,955,925,607","531,471,748,441","699,753,025,469","139,807,583,257",
301,SK디앤디,2019,"1,396,932,626,675","1,035,507,874,191","361,424,752,484","454,720,099,303","82,257,926,441",
302,SK렌터카,2021,"2,860,204,475,518","2,376,552,035,408","483,652,440,110","1,036,879,994,810","79,052,712,765","20,589,831,018"
303,SK렌터카,2020,"2,227,147,661,818","1,764,095,123,067","463,052,538,751","863,467,690,572","70,795,481,401","18,190,877,964"
304,SK렌터카,2019,"1,645,170,543,768","1,300,430,900,769","344,739,642,999","640,883,398,984","41,540,309,044","16,301,183,725"
305,SK이노베이션,2021,"49,557,440,204,000","29,924,245,706,000","19,633,194,498,000","46,842,929,105,000","1,754,170,704,000",
306,SK이노베이션,2020,"38,498,146,106,000","23,039,681,023,000","15,458,465,083,000","34,549,940,259,000","-2,420,286,372,000",
307,SK이노베이션,2019,"39,534,500,042,000","21,321,282,884,000","18,213,217,158,000","49,801,901,616,000","1,291,477,755,000",
308,SK증권,2019,,,,,,
309,SK케미칼,2021,"3,955,632,394,256","1,388,894,985,738","2,566,737,408,518","2,089,631,876,416","555,185,910,439","268,743,338,018"
310,SK케미칼,2020,"2,119,966,956,886","1,161,034,163,654","958,932,793,232","1,198,780,770,389","155,357,974,357","255,161,209,775"
311,SK케미칼,2019,"2,131,709,150,029","1,413,002,857,170","718,706,292,859","1,112,918,780,388","41,232,763,700","5,021,553,809"
312,SK텔레콤,2021,"30,911,277,000,000","18,576,139,000,000","12,335,138,000,000","16,748,585,000,000","1,387,162,000,000","2,418,989,000,000"
313,SK텔레콤,2020,"47,906,957,000,000","23,510,714,000,000","24,396,243,000,000","16,087,747,000,000","1,248,578,000,000","1,500,538,000,000"
314,SK텔레콤,2019,"45,202,368,000,000","22,385,434,000,000","22,816,934,000,000","15,416,431,000,000","1,038,668,000,000","860,733,000,000"
315,SK하이닉스,2021,"96,386,474,000,000","34,195,416,000,000","62,191,058,000,000","42,997,792,000,000","12,410,340,000,000","9,616,188,000,000"
316,SK하이닉스,2020,"71,173,853,000,000","19,264,756,000,000","51,909,097,000,000","31,900,418,000,000","5,012,624,000,000","4,758,914,000,000"
317,SK하이닉스,2019,"65,248,350,000,000","17,312,468,000,000","47,935,882,000,000","26,990,733,000,000","2,719,179,000,000","2,009,078,000,000"
318,SNT다이내믹스,2021,"879,625,081,379","226,675,590,424","652,949,490,955","335,954,012,592","20,587,466,954","58,998,656,478"
319,SNT다이내믹스,2020,"833,364,508,363","235,915,632,066","597,448,876,297","301,754,407,743","13,625,430,204","8,341,660,356"
320,SNT다이내믹스,2019,"841,373,802,156","224,269,462,667","617,104,339,489","375,115,530,869","19,249,742,781","16,645,498,685"
321,SNT모티브,2021,"1,149,796,359,145","292,219,245,100","857,577,114,045","941,744,683,893","91,595,252,246","80,118,858,406"
322,SNT모티브,2020,"1,092,927,846,387","332,203,456,611","760,724,389,776","940,745,523,369","89,382,362,691","54,441,083,294"
323,SNT모티브,2019,"1,038,905,998,088","302,937,030,444","735,968,967,644","976,273,915,234","89,214,778,793","3,698,578,329"
324,SNT에너지,2021,"332,143,487,939","87,294,231,899","244,849,256,040","171,088,093,279","13,280,960,143","12,503,180,650"
325,SNT에너지,2020,"335,351,656,753","99,578,946,528","235,772,710,225","237,399,736,036","23,125,971,231","9,787,540,652"
326,SNT에너지,2019,"333,897,234,560","88,942,324,810","244,954,909,750","213,326,726,381","17,473,547,723","15,452,272,592"
327,SNT홀딩스,2021,"2,372,324,440,132","592,194,060,024","1,780,130,380,108","1,404,072,098,504","125,567,101,979","151,814,611,728"
328,SNT홀딩스,2020,"2,270,485,739,579","652,956,674,273","1,617,529,065,306","1,435,754,699,186","127,086,172,680","77,889,419,554"
329,SNT홀딩스,2019,"2,236,679,025,435","610,745,978,474","1,625,933,046,961","1,512,114,564,701","126,277,061,201","124,509,305,329"
330,SPC삼립,2021,"1,222,983,111,086","887,952,393,328","335,030,717,758","2,946,653,786,654","66,177,207,700","40,471,829,217"
331,SPC삼립,2020,"1,181,871,545,430","878,876,229,338","302,995,316,092","2,542,709,430,184","51,123,260,018","-12,379,924,555"
332,SPC삼립,2019,"1,196,293,065,818","873,555,341,998","322,737,723,820","2,499,238,195,608","46,977,693,390","20,238,430,218"
333,STX,2021,"676,149,000,000","553,619,000,000","122,530,000,000","925,509,000,000","9,040,000,000","-23,318,000,000"
334,STX,2020,"650,840,000,000","543,156,000,000","107,684,000,000","975,567,000,000","-587,000,000","-9,942,000,000"
335,STX,2019,"560,107,000,000","503,816,000,000","56,291,000,000","1,463,714,000,000","2,790,000,000","-33,218,000,000"
336,STX엔진,2021,"837,480,000,000","553,505,000,000","283,975,000,000","493,455,000,000","3,644,000,000","1,005,000,000"
337,STX엔진,2020,"809,261,000,000","542,791,000,000","266,470,000,000","586,695,000,000","14,344,000,000","20,647,000,000"
338,STX엔진,2019,"828,375,000,000","590,910,000,000","237,465,000,000","610,608,000,000","30,041,000,000","20,377,000,000"
339,STX중공업,2019,,,,,,
340,SUN&L,2021,"566,176,956,589","397,875,440,889","168,301,515,700","465,318,349,964","-21,880,824,546","-35,296,250,239"
341,SUN&L,2020,"528,379,078,958","325,109,521,157","203,269,557,801","412,530,214,777","-3,864,093,442","-10,471,826,839"
342,SUN&L,2019,"543,553,941,107","326,752,710,109","216,801,230,998","455,911,726,937","-18,748,459,293","-39,963,078,123"
343,TCC스틸,2021,"366,996,614,848","211,767,465,634","155,229,149,214","536,651,129,324","25,597,715,868","28,723,275,024"
344,TCC스틸,2020,"306,758,931,554","185,628,052,195","121,130,879,359","431,797,912,297","970,928,249","-1,687,460,207"
345,TCC스틸,2019,"314,210,087,320","197,366,952,812","116,843,134,508","437,173,901,826","12,856,170,183","5,037,267,071"
346,TYM,2021,"707,428,247,565","458,227,292,748","249,200,954,817","841,455,916,467","35,264,240,176","39,502,410,981"
347,TYM,2020,"656,859,440,050","486,125,601,885","170,733,838,165","713,300,783,396","29,086,927,861","6,416,878,425"
348,TYM,2019,"628,615,584,124","481,506,603,760","147,108,980,364","617,355,468,463","13,702,069,676","5,224,426,435"
349,WISCOM,2021,"135,283,853,674","15,140,908,426","120,142,945,248","117,607,135,078","-34,184,360","1,211,761,877"
350,WISCOM,2020,"130,666,514,703","13,938,143,324","116,728,371,379","102,450,918,595","-1,721,060,854","-1,001,070,218"
351,WISCOM,2019,"135,113,962,135","16,578,158,161","118,535,803,974","115,450,067,319","753,480,345","1,047,442,466"
352,YG PLUS,2021,"223,117,829,736","77,400,987,947","145,716,841,789","154,302,563,674","25,571,451,133","22,615,862,996"
353,YG PLUS,2020,"150,978,437,293","46,829,152,368","104,149,284,925","107,139,764,398","6,138,629,198","-7,469,923,477"
